FACILITY NAME,ALT_FAC_NAME,UNIT NAME,CLASS,TYPE,REGION,PSGC_1,PROVINCE,PSGC_2,CITY/MUNICIPALITY,PSGC_3,BARANGAY,PSGC_4,STREET ADDRESS,UPDATED TEL NUMBER,Latitude,Longitude,EMAIL,SCHEDULE,WEBSITE,FB,COMMENTS,CONTRIBUTOR,SOURCE,
Hi-Precision Diagnostics (Liloan Branch),,,Private,Identified HIV Testing/Counselling Facility,Region VII,,Cebu,,Liloan,,,,"North Road, Looc Poblacion, Liloan, Cebu",63 32 5176278; 63 32 2688606,10.405691,123.998677,,Mo-Sa 06:00-16:00,https://www.hi-precision.com.ph,,,Papu Torres,https://www.webbline.com/hiv-testing-centers/,
Chong Hua Hospital (Mandaue Branch),,ART Club 802,Private,Treatment Hub,Region VII,,Cebu,,Mandaue City,,,,"Int’l Mantawi Drive. Rec. Area, Bgy. Subangdaku, Mandaue",63 32 2338000 loc. 8880,10.337797,123.942984,customerservice@chonghua.com.ph,24-Jul,http://www.chonghuahospital.org,,,Sedric Suringa,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Eversley Childs Sanitarium and General Hospital,,,Government,Treatment Hub,Region VII,,Cebu,,Mandaue City,,,,"Upper Jagobiao Rd, Mandaue City, Cebu",63 32 3462468,10.366452,123.953695,ecschdcv@yahoo.com,,http://ecs.doh.gov.ph,,,Sedric Suringa,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Hi-Precision Diagnostics (Mandaue Branch),,,Private,Identified HIV Testing/Counselling Facility,Region VII,,Cebu,,Mandaue City,,,,"Diamond Plaza - Bldg. 2. M.C. Briones National Highway, Mandaue City",63 32 2388600; 63 9177126551; 63 9338294496,10.337796,123.943055,info@hi-precision.com.ph,Mo-Sa 06:00-17:00; Su 06:00-12:00,https://www.hi-precision.com.ph,,,Papu Torres,https://www.webbline.com/hiv-testing-centers/,
Mandaue City District Hospital,,,Government,Identified HIV Testing/Counselling Facility,Region VII,,Cebu,,Mandaue City,,,,"A. Soriano Avenue, Mandaue City ,Cebu",63 32 3459739,10.323585,123.942879,info@hi-precision.com.ph,,,,,Franklin Maraya,https://www.webbline.com/hiv-testing-centers/,
Mandaue City Social Hygiene Clinic,,,Government,Primary HIV Care Facility,Region VII,,Cebu,,Mandaue City,,,,"Mandaue City Health Office, F.B. Kabahog St. Centro Mandaue City",63 32 2682489; 63 32 3460110; 63 9285077400,10.324907,123.941907,,,,,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Vicente Gullas Memorial Hospital,,,,Identified HIV Testing/Counselling Facility,Region VII,,Cebu,,Mandaue City,,,,Banilad Mandaue City,63 32 3469292; 63 32 3466137,10.347086,123.915045,mandauecityhealth@gmail.com,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Ricardo L. Maningo Memorial Hospital,,,Government,Identified HIV Testing/Counselling Facility,Region VII,,Cebu,,San Francisco,,,,"San Francisco, Camotes Island, Cebu",63 32 4970243,10.656732,124.376881,,,,,,Mikko Tamura; Franklin Maraya,Dugang Kasayuran - Cebu City Health Pamphlet,
Hi-Precision Diagnostics (Tabunok Branch),,,Private,Identified HIV Testing/Counselling Facility,Region VII,,Cebu,,Talisay City,,,,"South National Highway, Talisay City",63 32 2366277,10.267656,123.843009,,Mo-Sa 06:00-17:00; Su 06:00-12:00,https://www.hi-precision.com.ph,,,Papu Torres,https://www.webbline.com/hiv-testing-centers/,
Talisay City Social Hygiene Clinic,,,Government,Primary HIV Care Facility,Region VII,,Cebu,,Talisay City,,,,"Multi Purpose Bldg, Brgy. Poblacion, Talisay City",63 32 4915567; 63 32 2734704; 63 9233044387,10.253362,123.829208,,Mo-Fr 08:00-17:00,,,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Talisay District Hospital,,,Government,Treatment Hub,Region VII,,Cebu,,Talisay City,,,,"San Isidro, Dakbayan sa Talisay",63 32 2733226,10.25365,123.83872,,,X,https://facebook.com/DOHTDHCebu/,,Mikko Tamura,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Negros Oriental Provincial Hospital,,,Government,Treatment Hub,Region VII,,Negros Oriental,,Dumaguete City,,,,"Real St., Dumaguete City, Negros Oriental",63 35 2250950; 63 35 2250949,9.322678,123.300483,negor.provincialhospital@gmail.com,,X,https://www.facebook.com/negrosorientalprovincialhospital/,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Western Leyte Provincial Hospital,,,Government,Treatment Hub,Region VIII,,Leyte,,Baybay,,,,"Baybay, Leyte",63 53 6421262; 63 9267542917,10.680503,124.797806,,,X,https://facebook.com/knorrmhan/,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Biliran Provincial Health Office,,,Government,Treatment Hub,Region VIII,,Biliran,,Naval,,,,"Capitol Building Of Biliran, Poblacion, Biliran, 6549",63 53 5009648; 63 53 5615983,11.565906,124.409286,,24-Jul,X,https://facebook.com/PHOhealthpromo/,,John Mojica,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Eastern Samar Provincial Hospital,,,Government,Treatment Hub,Region VIII,,Eastern Samar,,Borongan,,,,"Borongan Eastern, Samar",63 55 5609321; 63 55 5609869,11.61141,125.4319,,,,,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Felipe Abrigo Memorial Hospital,,,Government,Treatment Hub,Region VIII,,Eastern Samar,,Guiuan,,,,"Hillsview, Guiuan, Eastern Samar",63 55 2712180,11.034605,125.733387,,,,,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Hilongos District Hospital,,,Government,Treatment Hub,Region VIII,,Leyte,,Hilongos,,,,"CV Alcuiwo St., Hilongos, Leyte",63 53 5679452; 63 53 3362102,10.367625,124.75652,,,,,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Ormoc City Social Hygiene Clinic,,,Government,Primary HIV Care Facility,Region VIII,,Leyte,,Ormoc City,,,,"CHO Aunubing Street, Barangay Cogon, Ormoc City, Leyte",63 9171126000,11.013816,124.603793,,,,,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Bethany Hospital Clinical Laboratory,,,,Identified HIV Testing/Counselling Facility,Region VIII,,Leyte,,Tacloban City,,,,Real Street Tacloban City,63 53 3212427; 63 53 3214636,11.23259,125.002941,,,http://www.bethanyhospital.8m.net/bethany3_001.htm,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Divine Word Hospital,,,Private,Treatment Hub,Region VIII,,Leyte,,Tacloban City,,,,Tacloban City,63 53 3212308; 63 53 3214228,11.241168,125.000104,,,X,https://www.facebook.com/dwhtofficial/,,Mikko Tamura,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Eastern Visayas Regional Medical Center,,,Government,Treatment Hub,Region VIII,,Leyte,,Tacloban City,,,,"Magsaysay Blvd., Tacloban City",63 53 3213136; 63 53 3213121; 63 53 3213363,11.25101,125.004635,evrmcmccoffice@gmail.com,24-Jul,,,,Sedric Suringa,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Tacloban City Social Hygiene Clinic,,,Government,Identified HIV Testing/Counselling Facility,Region VIII,,Leyte,,Tacloban City,,,,,63 53 3253518,11.243367,125.007033,,,,,,Franklin Maraya,https://www.webbline.com/hiv-testing-centers/,
Northern Samar Provincial Hospital,,,Government,Treatment Hub,Region VIII,,Northern Samar,,Catarman,,,,"Balite Street, Catarman, Northern Samar",63 55 5009770,12.500377,124.6363,,24-Jul,X,https://www.facebook.com/pages/category/Hospital/Northern-Samar-Provincial-Hospital-647085621970037/,,John Mojica,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
St. Camillus Hospital,,St. Camillus Hospital Sundown Clinic,,Treatment Hub,Region VIII,,Samar,,Calbayog,,,,"Maharlika highway Brgy Trinidad Calbayog, Samar",63 55 2093906,12.077829,124.547047,,Mo-Fr 17:00-20:00,X,https://www.facebook.com/schcalbayog/,,,,
Samar Provincial Hospital,,,Government,Treatment Hub,Region VIII,,Samar,,Catbalogan,,,,"Imelda Road Catbalogan City Proper Catbalogan, Samar",63 9173031276,11.773515,124.88605,,,X,https://www.facebook.com/SPHWeCareWeServe/,,,,
Salvacion Oppus Yniguez Memorial Hospital,,,,Treatment Hub,Region VIII,,Southern Leyte,,Maasin City,,,,"Dakbayan Maasin, Southern Leyte",63 9471515248,10.134297,124.846095,,,,,,,,
Leyte Provincial Hospital,,,Government,Treatment Hub,Region VIII,,Leyte,,Palo,,,,,63 53 3233059,11.18096,125.006049,,,,,,,,
Amai Pakpak Medical Center,,,Government,Treatment Hub,BARMM,,Lanao Del Sur,,Marawi,,,,"Marawi City, Lanao del Sur",63 9178871029,8.004399,124.284063,apmc_marawi@yahoo.com,,,,,,,
Cotabato Regional Medical Center,,,Government,Identified HIV Testing/Counselling Facility,BARMM,,Maguindanao,,Cotabato City,,,,"RH-11, Sinsuat Ave., Cotabato City",63 9178946224,7.200377,124.236307,,,http://crmc.doh.gov.ph/,,,,https://www.facebook.com/RedTentPh/posts/list-of-hiv-testing-and-counseling-centerssan-lazaro-hospitalquiricada-st-sta-cr/1909593362641522/,
Cotabato Sanitarium Hospital,,,,Treatment Hub,BARMM,,Maguindanao,,Sultan Kudarat,,,,"Bgy. Ungap, Sultan Kudarat, Maguindanao",63 9054085742,7.235815,124.269092,cotsan1936@gmail.com,,http://cotsan.doh.gov.ph/,,,,,
Butuan Doctor's Hospital,,,,Identified HIV Testing/Counselling Facility,CARAGA,,Agusan del Norte,,Butuan City,,,,"J.C. Aquino Ave., Butuan",63 85 3427000 loc. 153; 63 85 8153184,8.94399,125.5223,butuandoctorshospital@yahoo.com.ph,,https://butuandoctors.com/,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Butuan Medical Center,,Pallative and Wellness Care Center,Government,Treatment Hub,CARAGA,,Agusan del Norte,,Butuan City,,,,"Km 5 Baan, Butuan City",63 9173208799,8.96196,125.58609,butuanmedicalcenter@yahoo.com,,,,,Mikko Tamura,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Butuan Social Hygiene Clinic,,,Government,Identified HIV Testing/Counselling Facility,CARAGA,,Agusan del Norte,,Butuan City,,,,"City Health Office, Jose Rosales Avenue, Butuan City",63 85 3423432; 63 85 815111 loc. 1039,8.95357,125.52908,,Mo-Sa 06:00-17:00,,,,Mikko Tamura,https://www.webbline.com/hiv-testing-centers/,
Hi-Precision Diagnostics (Butuan City Branch),,,Private,Identified HIV Testing/Counselling Facility,CARAGA,,Agusan del Norte,,Butuan City,,,,"Watergate Centre J. Rosales Avenue Brgy. Bayanihan, Butuan City, Agusan Del Norte, Mindanao",63 85 8172728,8.95089,125.52974,info@hi-precision.com.ph; hiprecisionbutuan@gmail.com,Mo-Sa 06:00-17:00,https://www.hi-precision.com.ph/,,,John Mojica,https://www.webbline.com/hiv-testing-centers/,
Democrito O. Plaza Memorial Hospital,,HeART Room,Government,Treatment Hub,CARAGA,,Agusan del Sur,,Prosperidad,,,,"P2, Patin-ay, Prosperidad, Agusan del Sur",63 9274698162,8.546091,125.941561,dopmhhospital@yahoo.com,,X,https://www.facebook.com/DOPMH/,,Mikko Tamura,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Ampayon Main Health Center,,,Government,Identified HIV Testing/Counselling Facility,CARAGA,,Agusan del Norte,,Butuan City,,,,,63 9088893384,8.96097,125.60263,,Mo-Fr 08:00-16:00,,,,,https://www.facebook.com/RedTentPh/posts/list-of-hiv-testing-and-counseling-centerssan-lazaro-hospitalquiricada-st-sta-cr/1909593362641522/,
Butuan City Health Office,,,Government,Identified HIV Testing/Counselling Facility,CARAGA,,Agusan del Norte,,Butuan City,,,,"Butuan Medical Center Compound, Km. 5 Baan, Butuan City",63 85 3423432,8.96122,125.58563,,,X,https://www.facebook.com/ButuanCHO/,,Franklin Maraya,https://www.facebook.com/RedTentPh/posts/list-of-hiv-testing-and-counseling-centerssan-lazaro-hospitalquiricada-st-sta-cr/1909593362641522/,
Libertad Main Health Center,,,Government,Identified HIV Testing/Counselling Facility,CARAGA,,Agusan del Norte,,Butuan City,,,,"G/F Libertad Brgy Hall, Butuan City",63 85 8175833,8.943399,125.502131,,Mo-Fr 08:00-16:00,,,,Jess Garay; Franklin Maraya,https://www.facebook.com/RedTentPh/posts/list-of-hiv-testing-and-counseling-centerssan-lazaro-hospitalquiricada-st-sta-cr/1909593362641522/,
Obrero Main Health Center,,,Government,Identified HIV Testing/Counselling Facility,CARAGA,,Agusan del Norte,,Butuan City,,,,"Obrero Main Health Center, Brgy. Obrero, Butuan City,",63 85 8163468,8.963412,125.537685,,Mo-Fr 08:00-16:00,,,,Franklin Maraya,https://www.facebook.com/RedTentPh/posts/list-of-hiv-testing-and-counseling-centerssan-lazaro-hospitalquiricada-st-sta-cr/1909593362641522/,
Surigao Social Hygiene Clinic,,,Government,Identified HIV Testing/Counselling Facility,CARAGA,,Surigao del Norte,,Surigao CIity,,,,"Provincial Health Office. Capitol Road, Surigao City",63 86 8263006,9.7821,125.4889,,,,,,Carmela Magayanes/Mikko,https://www.webbline.com/hiv-testing-centers/,
CARAGA Regional Hospital,,OP Wellness Center,Government,Treatment Hub,CARAGA,,Surigao del Norte,,Surigao City,,,,"Rizal Street, Brgy. Washington Roxas Street, Surigao City, Surigao del Norte",63 86 8260568; 63 9173068186,9.7844,125.489969,caragahospital@gmail.com,,http://crh.doh.gov.ph/,,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Andres Soriano Memorial Hospital,,,Government,Identified HIV Testing/Counselling Facility,CARAGA,,Surigao del Sur,,Bislig,,,,"P1 Cumawas, Surigao del Sur",63 86 8531199; 63 86 8533124,8.18351,126.34119,,,X,https://www.facebook.com/Andres-Soriano-Memorial-Hospital-Cooperative-ASMHC-107944497503812/,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Bislig City Health Office,,,Government,Identified HIV Testing/Counselling Facility,CARAGA,,Surigao del Sur,,Bislig,,,,"City Hall Building, Montero Street, Poblacion, Bislig, 8311 Surigao del Sur",63 86 8536219; 63 86 8535338,8.21321,126.31611,,,,,,Franklin Maraya/Mikko,https://www.webbline.com/hiv-testing-centers/,
Adela Serra Ty Memorial Medical Center,,SDS Wellness Center,Government,Treatment Hub,CARAGA,,Surigao del Sur,,Tandag,,,,"Capitol Hills, Telaje, Tandag, Surigao del Sur",63 86 2114306,9.068712,126.190244,astmmc_doh13@live.com.ph,,http://www.astmmc.doh.gov.ph/,,,Mikko Tamura,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Corazon C. Aquino Memorial Hospital,,,Government,Treatment Hub,Region IX,,Zamboanga del Norte,,Dipolog CIty,,,,"Basong Dipolog, Zamboanga del Norte",63 65 2125555,8.592691,123.344153,corazonaquinohospital123@gmail.com,,,,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
The AGAPE Health Care Center,,,Private,Identified HIV Testing/Counselling Facility,Region IX,,Zamboanga del Norte,,Dipolog CIty,,,,"35/F Herrera Corner T. Claudio St., Dipolog",63 65 2127055; 63 9178386893,8.583347,123.344197,,,,,,Mikko Tamura,https://www.webbline.com/hiv-testing-centers/,
Margosatubig Regional Hospital,,,Government,Treatment Hub,Region IX,,Zamboanga del Sur,,Margosatubig,,,,"F. Nightingale St, Margosatubig, 7035 ZDS",63 9177001500; 63 9452954381,7.575333,123.164475,,,,,,Mikko Tamura,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Pagadian Doctor's Hospital,,,,Identified HIV Testing/Counselling Facility,Region IX,,Zamboanga del Sur,,Pagadian City,,,,,63 9177032167; 63 _62 2143943,7.830276,123.446405,pagadiandoc@yahoo.com,Mo-Fr 08:00-17:00,,,,,#safelyph application by The Red Whistle,
San Pedro Social Hygiene Clinic,,,Government,Identified HIV Testing/Counselling Facility,Region IX,,Zamboanga del Sur,,Pagadian City,,,,(At the back of Gaisano Mall),63 62 2141966,7.824181,123.443808,,,,,,,https://www.facebook.com/RedTentPh/posts/list-of-hiv-testing-and-counseling-centerssan-lazaro-hospitalquiricada-st-sta-cr/1909593362641522/,
Zamboanga City Medical Center,,,Government,Treatment Hub,Region IX,,Zamboanga del Sur,,Zamboanga City,,,,"Dr. Evangelista St., Sta. Catalina, Zamboanga City",63 62 9912934; 63 9956201222,6.906922,122.081222,doh9_zcmc@yahoo.com,Mo-Fr 08:00-17:00,http://zcmc.doh.gov.ph/,,,Mikko Tamura,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Pathfinder Estate Hospital,,,,Primary HIV Care Facility,Region IX,,Zamboanga Sibugay,,Kabasalan,,,,Kabasalan Zamboanga Sibugay,63 9269904890,7.796506,122.767357,,,,,,,,
Bukidnon Provincial Medical Center,,,Government,Treatment Hub,Region X,,Bukidnon,,Malaybalay,,,,"Sayre Highway, Malaybalay, Bukidnon",63 9177198179,8.127875,125.129162,csgalve@yahoo.com; d_0131hernandez@yahoo.com; junelyncartin@yahoo.com,,,,,,,
Maramag Municipal Health Office,,IV/AIDS Primary Care Services Integration of Maramag,Government,Primary HIV Care Facility,Region X,,Bukidnon,,Maramag,,,,Dionisio Micayabas St. Maramag Bukidnon,63 9177025990,7.78051,125.011495,,,,,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Adventist Medical Center,Mindanao Sanitarium and Hospital,,Private,Treatment Hub,Region X,,Lanao Del Norte,,Iligan City,,,,"Andres Bonficacio Ave, Sn Miguel, Iligan",63 9177025990; 63 9177155200,8.24092,124.247341,,,,,,,,
Iligan Social Hygiene Clinic,,,Government,Identified HIV Testing/Counselling Facility,Region X,,Lanao Del Norte,,Iligan City,,,,,63 63 2216174,8.227577,124.241559,,,,,,,https://www.facebook.com/RedTentPh/posts/list-of-hiv-testing-and-counseling-centerssan-lazaro-hospitalquiricada-st-sta-cr/1909593362641522/,
Mayor Hilarion A. Ramiro Sr. Regional and Teaching Hospital,,,Government,Treatment Hub,Region X,,Misamis Occidental,,Ozamis City,,,,"Bacolod , 7200 Ozamis City , Misamis Occidental",63 88 5210022; 63 9278878841,8.169677,123.858533,,,,,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
City Health Office of Cagayan de Oro - Social Hygiene Clinic,,,Government,Identified HIV Testing/Counselling Facility,Region X,,Misamis Oriental,,Cagayan de Oro City,,,,"City Health Department, Hayes St, Cagayan de Oro, Misamis Oriental",63 88 2721189,8.474932,124.648888,,Mo-Fr 08:00-17:00,,,,John Mojica,https://www.webbline.com/hiv-testing-centers/,
Dr. Uy Hospital Clinical Laboratory,,,,Identified HIV Testing/Counselling Facility,Region X,,Lanao Del Norte,,Iligan City,,,,"88 Roxas Ave., Iligan LDN",63 63 2254530; 63 63 2212096; 63 63 2281140,8.227292,124.240455,druyhospitalinc@yahoo.com,,X,https://www.facebook.com/dr.uyhospitalinc/,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Mercy Community Hospital,,,,Identified HIV Testing/Counselling Facility,Region X,,Lanao Del Norte,,Iligan City,,,,"Camaque, Iligan City",63 63 2213587; 63 63 2211156,8.214939,124.231248,,,X,https://www.facebook.com/mchi.officialpage/,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Misamis University Medical Center,,,,Identified HIV Testing/Counselling Facility,Region X,,MIsamis Oriental,,Misamis City,,,,"Bagakay, Misamis City",63 88 5212411; 63 88 5212413,8.147155,123.818198,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Northern Mindanao Medical Center,,,Government,Treatment Hub,Region X,,Misamis Oriental,,Cagayan de Oro City,,,,"Provincial Capitol Compound, Cagayan de Oro City",63 82 8564147; 63 9453658873,8.48547,124.64976,nmmc_cdo@yahoo.com,"Mo-Tu,Th 8:00-17:00; We,Fr 8:00-20:00",X,https://www.facebook.com/pages/Northern-Mindanao-Medical-Center/198333683529908,,Mikko Tamura,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Philippine Red Cross Misamis Oriental Chapter,,,NGO,Identified HIV Testing/Counselling Facility,Region X,,MIsamis Oriental,,Cagayan de Oro City,,,,"Capitol Compound, CDO",63 88 8568855; 63 88 8566647,8.484796,124.649269,,,,,,Maning,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Maria Reyna-Xavier University Hospital,,,Private,Identified HIV Testing/Counselling Facility,Region X,,MIsamis Oriental,,Cagayan de Oro City,,,,"Pinikitan, CDO",63 8822 725210; 63 8822 725103; 63 88 8571766,8.475529,124.655074,,,https://www.mrxuh.com/,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Compostela Valley Provincial Hospital,,,Government,Identified HIV Testing/Counselling Facility,Region XI,,Compostella Valley,,Montevista,,,,"Compostela Valley Provincial Hospital, AH26, Montevista, Compostela Valley",63 9161983047,7.725706,125.991642,,,,,,,https://www.facebook.com/RedTentPh/posts/list-of-hiv-testing-and-counseling-centerssan-lazaro-hospitalquiricada-st-sta-cr/1909593362641522/,
Rivera Medical Center Inc.,,,,Identified HIV Testing/Counselling Facility,Region XI,,Davao del Norte,,Panabo City,,,,"7302 Brgy. San Francisco, Panabo City",63 84 6285234; 63 84 8226409,7.313083,125.685614,,,http://www.rmci.com.ph/,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Davao Regional Medical Center,,RED STAR Clinic,Government,Treatment Hub,Region XI,,Davao del Norte,,Tagum City,,,,"Apokon, Tagum City",63 84 4003347; 63 9239598931; 63 9215402067,7.42164,125.82805,drmc_mcc@yahoo com,Mo-Fr 07:00-18:00,http://drmc.doh.gov.ph/,,,Mikko Tamura,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Davao City Reproductive Health and Wellness Center,,,Government,Primary HIV Care Facility,Region XI,,Davao del Sur,,Davao City,,,,"Emilio Jacinto St., Poblacion District, Davao City, Davao del Sur",63 82 2224187,7.068732,125.616648,davaohealth@yahoo.com,Mo-Fr 08:00-15:00,,,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Davao Doctors Hospital,,ARTU,Private,Treatment Hub,Region XI,,Davao del Sur,,Davao City,,,,"118 E Quirino Avenue, Poblacion District, Davao City",63 82 2228000 loc. 7105,8.471592,124.647855,info@ddh.com.ph,Mo-Fr 08:00-16:00,http://www.ddh.com.ph/,,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Southern Philippines Medical Center,,,Government,Treatment Hub,Region XI,,Davao del Sur,,Davao City,,,,"J.P. Laurel Ave, Bajada, Davao City, 8000 Davao del Sur",63 82 2272731 loc. 5140; 63 82 3217061,7.098514,125.619924,coh.spmc@gmail.co,Mo-Su 00:00-23:59,,,,John Mojica,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Davao Oriental Provincial Medical Center,,,Government,Identified HIV Testing/Counselling Facility,Region XI,,Davao Oriental,,Mati,,,,"Pres. D. P. Macapagal National Hwy, Mati 8200
",63 87 3884174,6.944414,126.24281,,,,,,,https://www.facebook.com/RedTentPh/posts/list-of-hiv-testing-and-counseling-centerssan-lazaro-hospitalquiricada-st-sta-cr/1909593362641522/,
South Cotabato Provincial Hospital,,IPHO-SCPH HACT Clinic,Government,Treatment Hub,Region XII,,South Cotabato,,Koronadal City,,,,"Aguinaldo St., Koronadal City, South Cotabato",63 83 2284571,6.492896,124.838996,scph69@gmail.com,,,,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
General Santos City Hospital,Dr. Jorge P. Royeca Hospital,,Government,Treatment Hub,Region XII,,Cotabato,,Gen. Santos City,,,,"E. Fernandez St. Bgy. Lagao, General Santos City",63 83 5521357,6.125832,125.185904,gscph69@gmail.com,,,,,,,
General Santos Social Hygiene Clinic,,,Government,Treatment Hub,Region XII,,Cotabato,,Gen. Santos City,,,,"City Health Office, Fernandez St., Lagao, General Santos City",63 83 3028115; 63 9088877512; 63 9198483116,6.125302,125.184959,,,,,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Cotabato Provincial Hospital,,,Government,Treatment Hub,Region XII,,Cotabato,,Kidapawan,,,,"Amas, Kidapawan City",63 9302567522,7.057082,124.971889,,,,,,,,
Amado B. Diaz Provincial Foundation Hospital,,,Government,Treatment Hub,Region XII,,North Cotabato,,Midsayap,,,,"Roosevelt St. Poblacion 4, Midsayap North Cotabato",63 83 5521357,7.131765,124.525903,,,,,,,,
Allah Valley Medical Specialists Center,,,,Treatment Hub,Region XII,,South Cotabato,,Koronadal City,,,,"Purok Villegas, General Santos Drive, Koronadal City",63 9491631598,6.478456,124.867418,gvmscihro@gmail.com,,X,https://facebook.com/AVMSCIHospitalofficial/,,,,
Dr. Arturo P. Pingoy Medical Center,,,,Treatment Hub,Region XII,,South Cotabato,,Koronadal City,,,,"General Santos Drive, Zone IV,Koronadal City",63 9174090537,6.505248,124.837121,dchikoronadal@gmail.com,,,,,,,
Sultan Kudarat Provincial Hospital,,,Government,Identified HIV Testing/Counselling Facility,Region XII,,Sultan Kudarat,,Isulan,,,,"Isulan - Tacurong City Rd, Isulan, Sultan Kudarat",63 64 2013033,6.643946,124.608041,galinato_md@yahoo.com; nemia_estabillo@yahoo.com,,,,,Allen Motas,https://www.facebook.com/RedTentPh/posts/list-of-hiv-testing-and-counseling-centerssan-lazaro-hospitalquiricada-st-sta-cr/1909593362641522/,
Kalamansig Rural Health Unit,,,Government,Primary HIV Care Facility,Region XII,,Sultan Kudarat,,Kalamansig,,,,"Poblacion Kalamansig, Sultan Kudarat Province",63 64 2046113,6.555519,124.051026,,,,,,,,
Oro Pia Lounge,,,NGO,Primary HIV Care Facility,Region X,,Misamis Oriental,,Cagayan de Oro City,,,,"Gate 2 & 3, Nuevas Bldg. 8-21 Streets, Cagayan de Oro",63 9069160711; 63 9959918622; 63 9772801130,8.471592,124.647855,kagayanplus@gmail.com,Mo-Fr 08:00-20:00,X,https://www.facebook.com/OroPiaKPLUSxTLY/,,,,
Davao del Sur Provincial Hospital,,,Government,Primary HIV Care Facility,Region XI,,Davao del Sur,,Digos City,,,,"Lapu-Lapu St, Digos, Davao del Sur",63 82 5532682; 63 82 2722383,6.743815,125.361347,,,,,"Alternative to SPMC, RHWC",,,
